baseMean	log2FoldChange	lfcSE	stat	log2FoldChange.shrunk	lfcSE.shrunk	pvalue	padj
Cd209c	35.8428253436617	1.86825469705767	0.523496926269962	3.56879783491647	1.32130846416234	0.785273167752222	0.000358623013499499	0.00330624121144326
Cadm3	139.06725779814	1.86855755017504	0.394543333933303	4.73600081275462	1.6222813446938	0.491106056993848	2.17976713144743e-06	3.87165286616091e-05
Ttc21a	40.6694884493997	1.87301609487752	0.397340886632698	4.71387707102225	1.66051592234079	0.453362757291504	2.4304732421129e-06	4.24693598875315e-05
C1qtnf1	981.138046262923	1.87938984839119	0.194057781693918	9.68469201279186	1.82530172197477	0.20693982943469	3.50262621223018e-22	7.74442733545515e-20
Bank1	647.013878511994	1.93785434431276	0.291796728587693	6.64111058986865	1.83422336990387	0.335335850588932	3.11328329055351e-11	1.61638643392948e-09
Pou2af3	18.4727162672782	1.9416286586773	0.599591325811461	3.23825341544024	1.42164776085267	0.754651077048907	0.00120263932725167	0.00906148456678933
Steap4	383.834664979802	1.94760807849284	0.241638235652181	8.06001613625533	1.87882392754751	0.262070602079057	7.62843784416666e-16	7.76405451695184e-14
H1f3	10.8396448140224	1.95938073338318	0.540129280130437	3.62761436097301	1.62821688367597	0.586302751731122	0.00028605208572542	0.00272941365129672
A4galt	122.191161957551	1.96919961733297	0.374045988923256	5.26459225776377	1.77215243910821	0.43655766426955	1.40500831347844e-07	3.36153481568051e-06
Smim10l2a	25.1452439921451	1.98715677607361	0.49650278376931	4.00230742109373	1.64322302438853	0.599593226800364	6.27277202415398e-05	0.000741401183758071
Tnfrsf25	42.2941288785622	1.98966007068476	0.430278744854515	4.62411888683348	1.74449729240272	0.501825483762901	3.76194066051915e-06	6.30629111509773e-05
Fcna	977.632544337175	2.01222050493014	0.289151464600854	6.95905347637722	1.90755539500101	0.328873468597567	3.4256647203384e-12	2.05283758755232e-10
Slc16a12	15.6537649305657	2.01458450045102	0.627556322828232	3.21020508784267	1.3832120708939	0.865998570969453	0.00132640298415302	0.00985475560807318
Folr2	3657.35974643151	2.04269086136003	0.254555062148619	8.02455407532784	1.9647245390859	0.285682195234528	1.01895397868328e-15	1.02086451739331e-13
Epor	79.6940959948622	2.07154029308873	0.386424564307368	5.36078832566397	1.87800676281418	0.453699461798068	8.2859562828565e-08	2.14232063248693e-06
Syn1	127.50688440443	2.09456935242948	0.179530403570518	11.6669339051909	2.0636564451767	0.182095677808919	1.88080176596371e-31	8.61407208811379e-29
Tslp	73.5907329862465	2.0972518045893	0.37030716602287	5.66354636642321	1.93172121327924	0.420831270499564	1.48276080457621e-08	4.58190953202055e-07
Pcyt1b	125.251246533558	2.09849206783677	0.348077701035295	6.02880351598272	1.95145835529839	0.397842900064971	1.65177954210769e-09	6.15768047906659e-08
Tmod1	376.782241125398	2.10001280463006	0.524066868934279	4.00714666221996	1.63384223118509	0.743145016938654	6.1456703483745e-05	0.000729341948447423
Slc40a1	184.743713111234	2.10543407752487	0.339608586446911	6.19959023872915	1.97546757924713	0.374029170960756	5.66103522638299e-10	2.29737708047897e-08
Pcolce	689.849145704575	2.1055245757787	0.322354238488701	6.53171053574497	1.97314620312787	0.378080883047081	6.50227354205086e-11	3.15852863269925e-09
Kcnt2	11.9276643746074	2.11647383972996	0.567545332086035	3.72917143367346	1.75893381132656	0.629465694066327	0.000192110423906967	0.00195002243567989
Nid2	413.753232768121	2.16708652572083	0.286096566921934	7.57466805364414	2.07305922807188	0.322554580268216	3.60047044291231e-14	2.88577705999422e-12
Cbr2	5308.24752279544	2.17062748332759	0.408846587295186	5.30914908129195	1.95598346199204	0.491643483560465	1.10138219509541e-07	2.75324079335351e-06
Gprc5c	292.683356362894	2.18214328825398	0.219799840199672	9.92786567211182	2.13338232022257	0.232720547695715	3.14924059505307e-23	7.47886322054825e-21
F13a1	15391.1454078776	2.18866403040642	0.254316982190244	8.60604750637205	2.11747367049604	0.282502801456852	7.5622934050095e-18	9.99781965214864e-16
Klra3	46.2711096013056	2.25452666766845	0.302798818437937	7.44562571049315	2.17248112996789	0.306252409483576	9.64860031631704e-14	7.23588599160525e-12
Prox1	12.9023446982502	2.27532523641923	0.728057471842081	3.12520003491258	1.34843410919107	1.18833436007198	0.00177684186181664	0.0124856000196913
Trim30c	208.796873206038	2.30488517882105	0.27537303403936	8.37004678712152	2.22801742987962	0.300877952269023	5.75953610405474e-17	7.10195105753827e-15
Timd4	88.6731816210082	2.32035139303455	0.473700965293522	4.89834634725048	2.01403933902236	0.610874892491366	9.66465706779551e-07	1.89937841252423e-05
Igflr1	15.455174274216	2.32247150646469	0.69699241998111	3.33213309052577	1.82847828259913	0.785708341021526	0.000861830299868975	0.00682374818534518
Gfra2	653.83391485884	2.35415200478586	0.295157497216154	7.97591803355696	2.25057886683803	0.336102964989198	1.51252300515196e-15	1.41580985533348e-13
Ednrb	1308.05318354784	2.36207515966477	0.43405599485687	5.44186738036797	2.13931475875526	0.523975046597417	5.2724922939013e-08	1.43860513142533e-06
Cdh6	29.0324570518318	2.42078209023476	0.405824084187239	5.96510208378332	2.27361600608759	0.4240646913143	2.44481144535841e-09	8.73322060592653e-08
Unc5a	92.8349144131281	2.46578024102174	0.446444225465305	5.52315407025768	2.23564352726417	0.537284417246162	3.32967510861043e-08	9.48883413173781e-07
Mucl1	793.278786462831	2.58449762878512	0.21828983431988	11.8397525786648	2.54286447748107	0.233548371163935	2.43169268218189e-32	1.19938565216541e-29
Ccl24	526.949643155395	2.73488641610402	0.249427107707251	10.9646719686696	2.68310331669842	0.268151486591649	5.65050855572284e-28	2.07034633481685e-25
Cd209d	31.3623945775661	2.86857851852688	0.467886294496836	6.13093085278708	2.69420960078709	0.502744757676757	8.73663740695801e-10	3.39876132813172e-08
Slc12a5	296.725660843948	2.94828596665395	0.286842359268392	10.2784190388537	2.88131742637259	0.315724123281536	8.81618421472411e-25	2.45779883412222e-22
Lyz1	18666.1549079534	2.94936963266022	0.187426298996949	15.7361568170762	2.89824571180258	0.199405645002096	8.54801220809741e-56	1.56599583652345e-52
Kctd4	16.6533757930768	2.95517638387967	0.668386416279579	4.42135912984136	2.54879816992429	0.783084449278571	9.80819995292957e-06	0.000146426491497519
Cd163	2405.71391439482	3.0032026865545	0.487455028042877	6.16098411911413	2.76779178931362	0.604415652768453	7.22942421850583e-10	2.86142395611478e-08
Serpinb2	338.886085879483	3.32338211606483	0.801131926487971	4.14835809956293	2.48186257485075	1.32162005139301	3.34868308124753e-05	0.0004346509294931
Mmp9	12877.1408027593	3.46886317500939	0.242710330996361	14.2921941590587	3.42852133570978	0.266763598918333	2.44774066020584e-46	3.13898262264797e-43
Cd209e	15.8233567098614	3.6990013560539	0.705611593213598	5.24226272871648	3.37707298942381	0.76703160174198	1.58619294544599e-07	3.72551984109878e-06
Slc7a13	14.4693931059174	4.05621263089007	0.71023582983655	5.71107857487778	3.79680319646936	0.714143130364027	1.12262395329168e-08	3.60815277619362e-07
Cd209b	52.140829064532	4.30726683806174	0.764240795990983	5.63600747389643	3.71846096449708	1.14356162003507	1.7403782919011e-08	5.26382339984429e-07
Cd209f	1333.47441758261	4.54107749022587	0.454845893550724	9.98377154683372	4.41898420673605	0.533941574381686	1.79510796135739e-23	4.51381656793082e-21
Cd209g	500.97533937824	4.54520917450129	0.366112377466499	12.4147924360115	4.46779911703665	0.423583832578601	2.17249538534757e-35	1.26636731007715e-32
